timestamp,node_id,requests_total,failures_total,elections_won,tasks_executed_local,tasks_executed_delegated,delegated_sent_total,latency_avg_ms
1763327419,2,840,0,1,0,320,320,1.05,0
1763327424,2,840,0,1,0,320,320,1.05,0
1763327429,2,840,0,1,0,320,320,1.05,0
1763327434,2,840,0,1,0,320,320,1.05,0
1763327439,2,840,0,1,0,320,320,1.05,0
1763327444,2,840,0,1,0,320,320,1.05,0
1763327449,2,840,0,1,0,320,320,1.05,0
1763327454,2,840,0,1,0,320,320,1.05,0
1763327459,2,840,0,1,0,320,320,1.05,0
1763327464,2,840,0,1,0,320,320,1.05,0
1763330598,2,0,0,0,0,0,0,0.00,0
1763330603,2,0,0,1,0,0,0,0.00,0
1763330608,2,0,0,1,0,0,0,0.00,0
1763330613,2,30,0,1,0,10,10,0.07,0
1763330618,2,240,0,1,0,120,120,0.22,0
1763330623,2,540,0,1,0,220,220,0.38,0
1763330628,2,840,0,1,0,320,320,0.71,0
1763330633,2,840,0,1,0,320,320,0.71,0
1763330638,2,840,0,1,0,320,320,0.71,0
1763330643,2,840,0,1,0,320,320,0.71,0
1763330648,2,840,0,1,0,320,320,0.71,0
1763330653,2,840,0,1,0,320,320,0.71,0
1763330658,2,840,0,1,0,320,320,0.71,0
1763330663,2,840,0,1,0,320,320,0.71,0
1763330668,2,840,0,1,0,320,320,0.71,0
1763330673,2,840,0,1,0,320,320,0.71,0
1763330678,2,840,0,1,0,320,320,0.71,0
1763330683,2,840,0,1,0,320,320,0.71,0
1763330688,2,840,0,1,0,320,320,0.71,0
1763330693,2,840,0,1,0,320,320,0.71,0
1763330698,2,840,0,1,0,320,320,0.71,0
1763330703,2,840,0,1,0,320,320,0.71,0
1763330708,2,840,0,1,0,320,320,0.71,0
1763330713,2,840,0,1,0,320,320,0.71,0
1763330718,2,840,0,1,0,320,320,0.71,0
1763330723,2,840,0,1,0,320,320,0.71,0
1763330728,2,840,0,1,0,320,320,0.71,0
1763330733,2,840,0,1,0,320,320,0.71,0
1763330738,2,840,0,1,0,320,320,0.71,0
1763330743,2,840,0,1,0,320,320,0.71,0
1763330748,2,840,0,1,0,320,320,0.71,0
1763330753,2,840,0,1,0,320,320,0.71,0
1763330758,2,840,0,1,0,320,320,0.71,0
1763330763,2,840,0,1,0,320,320,0.71,0
1763330768,2,840,0,1,0,320,320,0.71,0
1763330773,2,840,0,1,0,320,320,0.71,0
1763330778,2,840,0,1,0,320,320,0.71,0
1763330783,2,840,0,1,0,320,320,0.71,0
1763330788,2,840,0,1,0,320,320,0.71,0
1763330793,2,840,0,1,0,320,320,0.71,0
1763330798,2,840,0,1,0,320,320,0.71,0
1763330803,2,840,0,1,0,320,320,0.71,0
1763330808,2,840,0,1,0,320,320,0.71,0
1763330813,2,840,0,1,0,320,320,0.71,0
1763330818,2,840,0,1,0,320,320,0.71,0
1763330823,2,840,0,1,0,320,320,0.71,0
1763330828,2,840,0,1,0,320,320,0.71,0
1763330833,2,840,0,1,0,320,320,0.71,0
1763330923,2,0,0,0,0,0,0,0.00,0
1763330928,2,0,0,0,0,0,0,0.00,0
1763330933,2,0,0,0,0,0,0,0.00,0
1763330938,2,0,0,0,5,0,0,0.00,0
1763330943,2,0,0,0,51,0,0,0.00,0
